iter	MultiClass
283	0.3137323361
284	0.3133738228
285	0.3129966232
286	0.3127901785
287	0.3125471272
288	0.312277137
289	0.3117870183
290	0.3115507275
291	0.3112822074
292	0.3109441743
293	0.3106628096
294	0.3103025675
295	0.310133405
296	0.3095695786
297	0.3091567313
298	0.3086995248
299	0.3081732625
300	0.307782308
301	0.3073473582
302	0.3070573456
303	0.306692964
304	0.306047615
305	0.3058172223
306	0.3055928009
307	0.3053018999
308	0.3049476843
309	0.3047901518
310	0.3045229704
311	0.3043370829
312	0.3039463057
313	0.3034793913
314	0.3032465887
315	0.3028699321
316	0.3025044138
317	0.3022903032
318	0.3018462489
319	0.3014941002
320	0.3011817448
321	0.3008419282
322	0.3006285125
323	0.3004370693
324	0.2998773859
325	0.2995556188
326	0.2993821008
327	0.2991652441
328	0.2987028134
329	0.2985133282
330	0.2981668861
331	0.297942601
332	0.2974637816
333	0.2971983195
334	0.2968967301
335	0.296658936
336	0.2963569838
337	0.2960810499
338	0.2956967442
339	0.2952762687
340	0.2949750747
341	0.2945249353
342	0.294342452
343	0.2940698013
344	0.2936408152
345	0.2933514125
346	0.2929000345
347	0.2926841935
348	0.2923149686
349	0.2920373372
350	0.2917674779
351	0.2913817957
352	0.2910360937
353	0.2908746475
354	0.2906240575
355	0.2903443321
356	0.2900674351
357	0.2897089215
358	0.2894102148
359	0.2890434356
360	0.2888785525
361	0.2885754255
362	0.2884452095
363	0.2881442117
364	0.2878517053
365	0.287570201
366	0.2872386022
367	0.2869036008
368	0.2864871632
369	0.2863433485
370	0.2861339963
371	0.2857747855
372	0.2853680133
373	0.284955179
374	0.2847182967
375	0.2842597042
376	0.2839866812
377	0.2836885928
378	0.2833789882
379	0.2831517113
380	0.2828369476
381	0.2825218671
382	0.2821932754
383	0.2819338726
384	0.2816283276
385	0.2813894653
386	0.2811262829
387	0.2809377225
388	0.280541598
389	0.2802646426
390	0.2800452015
391	0.2799000952
392	0.2796929459
393	0.2795592866
394	0.2791801429
395	0.2787922032
396	0.2785350076
397	0.2783595796
398	0.2780412307
399	0.2778897274
400	0.2774810463
401	0.2771654244
402	0.2769872407
403	0.2767150216
404	0.2765968535
405	0.2763807672
406	0.2760994485
407	0.2759831134
408	0.2757068296
409	0.2754803131
410	0.2753078969
411	0.2749775784
412	0.2748771281
413	0.2746829674
414	0.2744162369
415	0.2740249888
416	0.2738800402
417	0.2737076729
418	0.2735056793
419	0.2730469813
420	0.2727225112
421	0.2726425604
422	0.2722811478
423	0.2721516155
424	0.2717828098
425	0.2715718201
426	0.2713384685
427	0.2710123968
428	0.2708227639
429	0.2706915086
430	0.2704751392
431	0.2701162105
432	0.2696941517
433	0.2694456944
434	0.2692875886
435	0.2690785195
436	0.2688608689
437	0.2685025146
438	0.2683093411
439	0.2680313608
440	0.2676958748
441	0.2674566306
442	0.2671523783
443	0.2669760576
444	0.2665917652
445	0.2662987097
446	0.2661796647
447	0.2659050502
448	0.2656878761
449	0.2655410038
450	0.2653644378
451	0.2650905114
452	0.2648125624
453	0.2646790301
454	0.2645179896
455	0.2642722941
456	0.263944124
457	0.2637323185
458	0.2635107381
459	0.2633357386
460	0.26309305
461	0.2628407912
462	0.2626629292
463	0.2625390632
464	0.2623090793
465	0.2621781902
466	0.2619477605
467	0.2617688007
468	0.2614331061
469	0.2612921401
470	0.2612157349
471	0.2609211164
472	0.2607683382
473	0.2604419426
474	0.2602362762
475	0.2599645915
476	0.2597717162
477	0.2594861076
478	0.259305708
479	0.2591589905
480	0.2589762817
481	0.2588699655
482	0.2586648908
483	0.2583082288
484	0.2581217545
485	0.2579726995
486	0.2577644995
487	0.2575605839
488	0.2573399572
489	0.2571142253
490	0.2567370102
491	0.2565662856
492	0.2564225356
493	0.2562418808
494	0.2560678219
495	0.2557066015
496	0.255436689
497	0.2550150142
498	0.2548026368
499	0.2545598624
500	0.2543523566
501	0.2541946981
502	0.2539240619
503	0.2538310237
504	0.2536682535
505	0.2534196546
506	0.2532186328
507	0.2530914368
508	0.2529080735
509	0.2527120707
510	0.2525998325
511	0.2523692261
512	0.2521232007
513	0.2517968023
514	0.2516101374
515	0.251397624
516	0.2511476074
517	0.250965218
518	0.2506995245
519	0.250559452
520	0.2504841669
521	0.2503869509
522	0.2501651356
523	0.2498855335
524	0.249644234
525	0.2493603746
526	0.249129608
527	0.2487895492
528	0.2486379335
529	0.2482004845
530	0.2480458864
531	0.2477822646
532	0.2474518387
533	0.2472394414
534	0.2469054728
535	0.2467342485
536	0.2466021128
537	0.2464792086
538	0.246200636
539	0.2458656092
540	0.2455819234
541	0.2453809685
542	0.2450113659
543	0.2447197717
544	0.2445707988
545	0.2441574218
546	0.2440465115
547	0.2438413
548	0.2435304242
549	0.2433654737
550	0.2431484305
551	0.2429182889
552	0.2427596087
553	0.2426071881
554	0.2423260768
555	0.2421304766
556	0.2420022483
557	0.2418231689
558	0.2416430727
559	0.2415585929
560	0.2413896991
561	0.2411441649
562	0.240912778
563	0.2408027647
564	0.2406429803
565	0.2404996643
566	0.2402069802
567	0.2400174649
568	0.2398716369
569	0.239691525
570	0.2395752968
571	0.2393883694
572	0.239190555
573	0.2390059153
574	0.2388693384
575	0.2386227209
576	0.2383904951
577	0.2382830436
578	0.2381354704
579	0.2379097268
580	0.2376858159
581	0.2374355592
582	0.237307834
583	0.237125253
584	0.2368729942
585	0.2365890115
586	0.2363356843
587	0.236052187
588	0.2356961441
589	0.2355862005
590	0.2353970927
591	0.2353170466
592	0.2352700736
593	0.2350940631
594	0.2349579334
595	0.2347923542
596	0.2346426574
597	0.2345356934
598	0.2343273224
599	0.2340626812
600	0.2337331256
601	0.2335429415
602	0.2334282711
603	0.2332048198
604	0.2330576362
605	0.2328828888
606	0.232650897
607	0.2325136797
608	0.23233835
609	0.2321375024
610	0.2319960503
611	0.2318365328
612	0.2316741612
613	0.2315981651
614	0.2314258778
615	0.2313122955
616	0.2311544383
617	0.2310511137
618	0.2309260055
619	0.2306729988
620	0.2304494618
621	0.2302278232
622	0.2300805667
623	0.2298543931
624	0.229656045
625	0.2294393809
626	0.229208761
627	0.2290987934
628	0.2289320828
629	0.2288114236
630	0.2286090831
631	0.22853139
632	0.2283296533
633	0.228244927
634	0.2281343862
635	0.227906289
636	0.2276127068
637	0.2273480216
638	0.2271766861
639	0.2271112668
640	0.2270013821
641	0.2267854505
642	0.226633083
643	0.2264733954
644	0.226369529
645	0.2262911444
646	0.2261766317
647	0.2258398891
648	0.2256569493
649	0.2255224187
650	0.2253658739
651	0.225192246
652	0.2250070299
653	0.2247156911
654	0.2244593895
655	0.2242655167
656	0.2240216695
657	0.2238567104
658	0.2236394953
659	0.2235001738
660	0.2231504445
661	0.2230427661
662	0.2228035346
663	0.2227301053
664	0.2226401087
665	0.2223384772
666	0.2222254732
667	0.2220329837
668	0.2218881493
669	0.2217678794
670	0.2215150417
671	0.2214340522
672	0.2213109607
673	0.2211009891
674	0.2209755587
675	0.2208657795
676	0.2207744224
677	0.2206534233
678	0.2205185176
679	0.2203951821
680	0.2202558009
681	0.2199939298
682	0.2197941634
683	0.2196193497
684	0.2194206136
685	0.2192892885
686	0.2191484649
687	0.2189134015
688	0.2187414374
689	0.2186529054
690	0.2184888695
691	0.2182839675
692	0.2180831098
693	0.2178782646
694	0.2176677609
695	0.217571356
696	0.2174122629
697	0.217335784
698	0.2171436368
699	0.2168945547
700	0.2167800641
701	0.2166599367
702	0.2164629039
703	0.2163758973
704	0.2162804339
705	0.2161872481
706	0.2160619704
707	0.2158287894
708	0.2157334442
709	0.2155261546
710	0.2154093881
711	0.2152923707
712	0.2150069542
713	0.2148402507
714	0.2147043687
715	0.2146459882
716	0.2144963979
717	0.2143322388
718	0.21423916
719	0.2139751625
720	0.213663133
721	0.2135038508
722	0.2133066922
723	0.2131852738
724	0.2129721567
725	0.2128688779
726	0.2127092638
727	0.2125992896
728	0.2125103471
729	0.2122443278
730	0.2120706728
731	0.2119822706
732	0.2117381498
733	0.2116735727
734	0.2115579842
735	0.2114481034
736	0.211230555
737	0.2111254752
738	0.2110650918
739	0.2108122139
740	0.2106042441
741	0.2104233117
742	0.2103235963
743	0.2100203478
744	0.2098751295
745	0.2097518362
746	0.2096231655
747	0.2094375291
748	0.2093132519
749	0.2091057148
750	0.2089753148
751	0.208724763
752	0.208651114
753	0.2084545576
754	0.2081859167
755	0.2080004214
756	0.2078241267
757	0.2075081408
758	0.2073847585
759	0.2072051405
760	0.2070421545
761	0.2069043185
762	0.206664394
763	0.2065165282
764	0.2063905657
765	0.2061980855
766	0.2059380067
767	0.2057002008
768	0.2054808774
769	0.2053529655
770	0.2051922693
771	0.2050031448
772	0.2049003106
773	0.2047504555
774	0.2044911938
775	0.204322575
776	0.2042106699
777	0.2039895635
778	0.2038214608
779	0.2036389529
780	0.20348277
781	0.2033041958
782	0.2032092431
783	0.2029838909
784	0.2028512696
785	0.2027439856
786	0.2024767872
787	0.2022730625
788	0.2021517204
789	0.2020482005
790	0.2018393074
791	0.2017431834
792	0.2016537889
793	0.2015776496
794	0.2015001333
795	0.2013022415
796	0.2011525163
797	0.2009891264
798	0.200872409
799	0.2006697664
800	0.2004718988
801	0.2003190693
802	0.2000950953
803	0.1999075993
804	0.1996146684
805	0.1994109051
806	0.1993355158
807	0.1992046841
808	0.1991210513
809	0.1989079719
810	0.1986790036
811	0.1984755886
812	0.1982921769
813	0.1980464202
814	0.1979845523
815	0.1978657135
816	0.1977222833
817	0.1975821144
818	0.1975008103
819	0.1973630404
820	0.1972944725
821	0.1970820972
822	0.1970372689
823	0.1969427885
824	0.196797973
825	0.1966418024
826	0.1964175288
827	0.1962159744
828	0.1961110186
829	0.1960113272
830	0.1959166899
831	0.1957391558
832	0.195672853
833	0.1955084273
834	0.195258625
835	0.1951053261
836	0.1949048493
837	0.1948210297
838	0.1946910676
839	0.1945170546
840	0.1943199291
841	0.1940915858
842	0.1939777478
843	0.1938909521
844	0.1937328234
845	0.1936145858
846	0.1934572533
847	0.1933715889
848	0.1932583444
849	0.1931568128
850	0.1929454074
851	0.1927531527
852	0.1926408369
853	0.1925123619
854	0.1924145562
855	0.1923207015
856	0.1920804825
857	0.1919535664
858	0.1917956328
859	0.1915487706
860	0.1914571847
861	0.1912704961
862	0.1912221404
863	0.1911690841
864	0.1909734721
865	0.1908424025
866	0.1907515368
867	0.1905713369
868	0.1904968367
869	0.1903515122
870	0.1903040517
871	0.190132575
872	0.1899284758
873	0.1897878134
874	0.1897009314
875	0.1895532674
876	0.1894928824
877	0.1893731892
878	0.1892696824
879	0.1891071294
880	0.1890171821
881	0.1888910115
882	0.1887989729
883	0.1886522892
884	0.1886041693
885	0.1885013249
886	0.1883846614
887	0.1881651189
888	0.1880734811
889	0.1880254467
890	0.187970284
891	0.1877790157
892	0.187674314
893	0.1876112977
894	0.1874966086
895	0.1873221355
896	0.1872798296
897	0.187113593
898	0.1869717359
899	0.1867753056
900	0.1866481824
901	0.1864856911
902	0.1862937652
903	0.1861993141
904	0.186133469
905	0.1860022336
906	0.1858663099
907	0.1857616436
908	0.1856087981
909	0.1854937895
910	0.1853433832
911	0.185172277
912	0.1850691222
913	0.1849390189
914	0.1848011154
915	0.1847133155
916	0.184632949
917	0.1845696303
918	0.1844821689
919	0.1842679738
920	0.1841918801
921	0.1841318646
922	0.1840301834
923	0.1839086567
924	0.1838421447
925	0.1837593888
926	0.1836943145
927	0.1836382019
928	0.1835158288
929	0.1833265582
930	0.1831818738
931	0.1830698957
932	0.1829553257
933	0.1828240834
934	0.1826544233
935	0.182573363
936	0.1825040035
937	0.1824046902
938	0.1823300767
939	0.1822789422
940	0.1821802353
941	0.1820787601
942	0.1819715954
943	0.1818433982
944	0.1817658706
945	0.1816723395
946	0.1816093692
947	0.1813765081
948	0.1813453622
949	0.1812369671
950	0.1811734148
951	0.1810993006
952	0.1809687089
953	0.1808263803
954	0.180655777
955	0.1805484673
956	0.1803536636
957	0.180208303
958	0.1801472119
959	0.1800670049
960	0.17988549
961	0.179770988
962	0.179675667
963	0.1794675078
964	0.1792564169
965	0.1791904904
966	0.1791537014
967	0.179059306
968	0.1789476394
969	0.1787769584
970	0.1786895642
971	0.1786559822
972	0.1785918786
973	0.1785223703
974	0.1783962551
975	0.1782840112
976	0.1781147586
977	0.1779914909
978	0.1778756664
979	0.1777901812
980	0.1776898643
981	0.1775691082
982	0.1774973745
983	0.1774518134
984	0.1772756975
985	0.177168233
986	0.1771101774
987	0.1770001804
988	0.1769235002
989	0.1768167217
990	0.1767743932
991	0.1765664631
992	0.1764261531
993	0.1763728157
994	0.1762096775
995	0.1760850226
996	0.1760327726
997	0.175839262
998	0.1757942709
999	0.1756485803
